Tipo,Fecha,Detonante,Fuente,Incertidum,Numeracion,Cluster,Margenes,Nacimiento,Vias_Princ,Vias_Secun,Sin_Clasif,Geohazards,SIMMA,Categoria
Landslide,2022-03-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-02-12,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-25,Rainfall,Bellanita Group,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-05-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1929-06-04,Rainfall,El Heraldo de Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1991-10-30,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-06-10,Rainfall,Caracol Radio,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1929-06-04,Rainfall,El Heraldo de Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2016-11-04,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-05-26,Rainfall,Noticiero Hora 13,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-05-06,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-05-05,Rainfall,Teleantioquia,mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-11-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-10-24,Rainfall,TeleMedellin,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-10-23,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1929-06-04,Rainfall,El Heraldo de Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1985-05-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-08-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-08-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1929-06-04,Rainfall,El Heraldo de Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-10-21,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-06-27,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-10-21,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1997-02-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2002-12-16,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1981-04-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-07-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-11-21,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1989-05-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-09-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-05-06,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-01-06,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-11-07,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-05-31,Rainfall,Cuerpo de Bomberos de Itaguí,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1998-10-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1993-07-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-02-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-10-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-10-03,Rainfall,Periódico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2000-05-14,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-04-24,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-10,Rainfall,Daniel Quintero Calle,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-12-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-05-15,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-11-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1990-11-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-05-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-04-04,Rainfall,El Colombiano,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1982-10-05,Rainfall,Bomberso Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1990-11-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-06-24,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-11-21,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1993-10-29,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1993-11-11,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-11-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-02-16,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-02-16,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1990-11-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-09-24,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-05-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-02-16,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-09-03,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-09-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-27,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-06-10,Rainfall,Caracol Radio,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-02-16,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-09-04,Rainfall,RCN radio,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-10-15,Rainfall,Invias,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-10-01,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-05-17,Rainfall,DAGRAN,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-03-31,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-10,Rainfall,BLU Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-11-02,Rainfall,DAGRD twitter,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-03-24,Rainfall,El Colombiano,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-11-10,Rainfall,DAGRD twitter,low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-05-06,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-01,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-11-02,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-04-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-02-21,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-03-21,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2014-12-08,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2013-09-05,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-09-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-11-20,Rainfall,Guardianes Antioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-06-11,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-03-29,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-12-12,Rainfall,"El Colombiano, El Mundo, El Tiempo, Telemedellin, Teleantioquia",Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-11-02,Rainfall,Minuto 30,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-22,Rainfall,DAGRD Medellín,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1985-09-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-11-20,Rainfall,Caracol Radio,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1989-11-30,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-11-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-06-12,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-07-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-06-08,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-08-31,Rainfall,Qhubomedellin,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-12-27,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-12-28,Rainfall,"El Mundo, El Colombiano, Telemedellin, Teleantioquia",Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2019-11-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-06-10,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-06-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-27,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-06-27,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-10-31,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-10-31,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-10-17,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2017-04-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1987-07-30,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-07-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-08-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-08-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1990-11-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-01-05,Rainfall,Pulzo,low,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-06-02,Rainfall,Hora 13,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-10-18,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2017-04-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-09-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2009-11-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-05-17,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-05-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-05-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1981-04-19,Rainfall,Ingeominas,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1988-07-07,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-09-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2007-10-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1997-04-05,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1981-04-19,Rainfall,Ingeominas,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-11-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-05-30,Rainfall,Noticias Hora 13,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-05-30,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1998-10-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-05-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2014-04-22,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2000-06-13,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-09-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2019-03-10,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-09-03,Rainfall,Caracol Radio,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-10-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-10-05,Rainfall,El Tiempo,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-09-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-02-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1999-10-31,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-19,Rainfall,Minuto30,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1988-11-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-09-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2002-12-16,Rainfall,Periodico El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-08-24,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2009-05-06,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2017-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-03,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-03,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-03,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-03,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-08-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-08-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2016-11-04,Rainfall,Telemedellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2017-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1990-11-04,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-11,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-11,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-12,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-08-05,Rainfall,Teleantioquia,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-03,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-04-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2003-06-15,Rainfall,Periódico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2016-10-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1989-05-03,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-05-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1996-05-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-08-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-20,Rainfall,Canal 1,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2010-11-29,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2010-11-12,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2011-04-09,Rainfall,Diario El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-10-23,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2019-04-05,Rainfall,Caracol,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-10-23,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-10,Rainfall,Secretaría de Movilidad de Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1954-07-11,Rainfall,Informe preliminar sobre Los Derrumbes*,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1985-09-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1986-06-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1986-10-17,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-05-27,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1999-09-23,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-06-11,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-12-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-06-05,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1986-06-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-10-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-30,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-10-13,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1987-05-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1995-06-06,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2000-10-01,Rainfall,Bomberos Itagüí,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2001-10-31,Rainfall,Bomberos Itagüí,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1996-06-14,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-30,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-10-13,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2004-10-04,Rainfall,Peródico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2005-10-18,Rainfall,Periódico El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2011-02-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-03-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,1988-09-16,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-06-11,Rainfall,El Mundo,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-06-27,Rainfall,Guardianes Antioquia,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-10-19,Rainfall,Hora 13,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2007-11-22,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2019-05-25,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-11-24,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-11-09,Rainfall,DAGRD Medellín,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1985-09-26,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2022-06-13,Rainfall,DAGRD Medellín,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-30,Rainfall,Caracol Radio,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-08-19,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2006-12-10,Rainfall,Amva,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2008-06-09,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2018-03-25,Rainfall,"Telemedellin, El Tiempo, El Colombiano",Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2022-03-15,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1998-09-02,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2021-11-30,Rainfall,Noticias RCN,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-08-17,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2006-03-25,Rainfall,Unknown,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1963-04-20,Rainfall,El Colombiano,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1963-04-19,Rainfall,EL COLOMBIANO,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2008-08-18,Rainfall,Secretaría Planeación,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-09-22,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,1943-05-29,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2003-12-10,Rainfall,Dapard-Municipio,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2020-10-21,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-11-02,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Debris Flow,2020-11-13,Rainfall,Dagran,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-04-24,Rainfall, ,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2024-04-24,Rainfall,Caracol,Low,6,0,0,0,0,0,0,1,0,GH
Landslide,2023-01-10,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,1995-07-29,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2005-05-19,Rainfall,Junta de Accion Comunal,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2018-06-01,Rainfall,El Colombiano,Mid,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-04-03,Rainfall,DAGRAN,low,6,0,0,0,0,0,0,1,0,GH
Landslide,2021-06-01,Rainfall,Devimed,Low,6,0,0,0,0,0,0,1,0,GH
